video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url,relevance_score,relevance_label,clean_title,clean_description,combined_text,title_word_count,title_char_count,description_word_count,description_char_count,combined_word_count,combined_char_count,emoji_count,hashtag_count,mention_count,exclamation_count,question_count,engagement_rate,log_views,log_likes,log_comments,video_age_days
jKn15znriSE,Assam University,rankings,NIRF,Assam University NIRF,"Assam University Silchar MBA — Sach Bol Diya 2026 | Fees, Placements, Red Flags &amp; Rankings",Best Laptops for MBA Students - For All Task https://amzn.to/43Jxnxn https://amzn.to/3QnDSD5 https://amzn.to/4uFpNyL Assam ...,Swasata Ghosh,2026-05-31T08:08:41Z,2026,120,8,4,PT9M39S,unknown,https://www.youtube.com/watch?v=jKn15znriSE,13,Relevant,"Assam University Silchar MBA — Sach Bol Diya 2026 | Fees, Placements, Red Flags & Rankings",Best Laptops for MBA Students - For All Task Assam .,"Assam University Silchar MBA — Sach Bol Diya 2026 | Fees, Placements, Red Flags & Rankings Best Laptops for MBA Students - For All Task Assam .",16,90,11,52,27,143,0,0,0,0,0,0.1,4.795790545596741,2.1972245773362196,1.6094379124341003,65
8ZXwZ2THbT8,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,Jadavpur University Overview,Follow us on our Social Media Handles: Facebook- https://bit.ly/3CEWzIJ Instagram- https://bit.ly/3CiFgLV LinkedIn ...,shiksha.com,2024-11-27T07:37:22Z,2024,203,1,0,PT8S,unknown,https://www.youtube.com/watch?v=8ZXwZ2THbT8,13,Relevant,Jadavpur University Overview,Follow us on our Social Media Handles: Facebook- Instagram- LinkedIn .,Jadavpur University Overview Follow us on our Social Media Handles: Facebook- Instagram- LinkedIn .,3,28,11,70,14,99,0,0,0,0,0,0.004926,5.318119993844216,0.6931471805599453,0.0,615
d3Zp1uNUEiM,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,Farewell 2023 @ Jadavpur University #viral #college #farewell,Follow me on Instagram https://www.instagram.com/lazyhrithik/ Follow me on Facebook https://www.facebook.com/theyotuber Add ...,Lazy Hrithik,2023-05-31T14:30:21Z,2023,10899,440,10,PT56S,unknown,https://www.youtube.com/watch?v=d3Zp1uNUEiM,13,Relevant,Farewell 2023 @ Jadavpur University #viral #college #farewell,Follow me on Instagram Follow me on Facebook Add .,Farewell 2023 @ Jadavpur University #viral #college #farewell Follow me on Instagram Follow me on Facebook Add .,8,61,10,50,18,112,0,3,0,0,0,0.041288,9.296518068217235,6.089044875446846,2.3978952727983707,1161
sGC5p0S0FFI,Banaras Hindu University,rankings,NIRF,Banaras Hindu University NIRF,central library ❤️ || BANARAS HINDU UNIVERSITY || #bhu #tranding #shorts #nature #love,,SHRISH PANDEY,2023-07-04T06:45:01Z,2023,1179,0,5,PT15S,unknown,https://www.youtube.com/watch?v=sGC5p0S0FFI,13,Relevant,central library ❤️ || BANARAS HINDU UNIVERSITY || #bhu #tranding #shorts #nature #love,,central library ❤️ || BANARAS HINDU UNIVERSITY || #bhu #tranding #shorts #nature #love,13,86,0,0,13,86,1,5,0,0,0,0.004241,7.07326971745971,0.0,1.791759469228055,1127
fMgaU96l4i8,BML Munjal University,rankings,NIRF,BML Munjal University NIRF,"Is BML Munjal University good for BTech CSE? | Comparing JIIT, Noida and BMU, Gurgaon.",Let's talk about how one should research about the university for taking admission.,Tanvi Sharma,2024-07-03T09:46:19Z,2024,4790,50,79,PT7M34S,unknown,https://www.youtube.com/watch?v=fMgaU96l4i8,13,Relevant,"Is BML Munjal University good for BTech CSE? | Comparing JIIT, Noida and BMU, Gurgaon.",Let's talk about how one should research about the university for taking admission.,"Is BML Munjal University good for BTech CSE? | Comparing JIIT, Noida and BMU, Gurgaon. Let's talk about how one should research about the university for taking admission.",15,86,13,83,28,170,0,0,0,0,1,0.026931,8.474494436883122,3.9318256327243257,4.382026634673881,762
IKd0gMXAv2Q,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,jadavpur university hostel lifestyle vlog,,vlogs with unnati,2023-02-23T06:35:48Z,2023,909,38,4,PT1M1S,unknown,https://www.youtube.com/watch?v=IKd0gMXAv2Q,13,Relevant,jadavpur university hostel lifestyle vlog,,jadavpur university hostel lifestyle vlog,5,41,0,0,5,41,0,0,0,0,0,0.046205,6.813444599510896,3.6635616461296463,1.6094379124341003,1258
I32e3hKdzUk,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,"Jadavpur University:  যাদবপুর বিশ্ববিদ্যালয়ে ইসরোর ২ বিজ্ঞানী, ঘুরে দেখলেন ক্যাম্পাস",র‍্যাগিং-রুখতে কী প্রযুক্তি? যাদবপুর বিশ্ববিদ্যালয়ে (Jadavpur University) ...,ABP ANANDA,2023-09-05T15:13:58Z,2023,2095,21,3,PT4M17S,unknown,https://www.youtube.com/watch?v=I32e3hKdzUk,13,Relevant,"Jadavpur University: যাদবপুর বিশ্ববিদ্যালয়ে ইসরোর ২ বিজ্ঞানী, ঘুরে দেখলেন ক্যাম্পাস",র‍্যাগিং-রুখতে কী প্রযুক্তি? যাদবপুর বিশ্ববিদ্যালয়ে (Jadavpur University) .,"Jadavpur University: যাদবপুর বিশ্ববিদ্যালয়ে ইসরোর ২ বিজ্ঞানী, ঘুরে দেখলেন ক্যাম্পাস র‍্যাগিং-রুখতে কী প্রযুক্তি? যাদবপুর বিশ্ববিদ্যালয়ে (Jadavpur University) .",10,83,8,76,18,160,0,0,0,0,1,0.011456,7.647786045440933,3.091042453358316,1.3862943611198906,1064
rHkDlilSnOg,BML Munjal University,rankings,NIRF,BML Munjal University NIRF,A little view of my college | BML Munjal University #tanvisharmayt,,Tanvi Sharma,2024-06-22T13:26:47Z,2024,40874,567,117,PT1M,unknown,https://www.youtube.com/watch?v=rHkDlilSnOg,13,Relevant,A little view of my college | BML Munjal University #tanvisharmayt,,A little view of my college | BML Munjal University #tanvisharmayt,11,66,0,0,11,66,0,1,0,0,0,0.016734,10.618273908199555,6.342121418721152,4.770684624465665,773
eTd6c0647Ok,Banaras Hindu University,rankings,NIRF,Banaras Hindu University NIRF,Banaras Hindu University (BHU) Full Review | Courses | Placements | Fees | Eligibility,Fill out this form below to get a free profile analysis by our expert counselor : https://link.mycollegebuddy.com/eTd6c0647Ok Read ...,My College Buddy,2023-08-05T14:00:22Z,2023,118,4,0,PT8M33S,unknown,https://www.youtube.com/watch?v=eTd6c0647Ok,13,Relevant,Banaras Hindu University (BHU) Full Review | Courses | Placements | Fees | Eligibility,Fill out this form below to get a free profile analysis by our expert counselor : Read .,Banaras Hindu University (BHU) Full Review | Courses | Placements | Fees | Eligibility Fill out this form below to get a free profile analysis by our expert counselor : Read .,14,86,18,88,32,175,0,0,0,0,0,0.033898,4.77912349311153,1.6094379124341003,0.0,1095
952prLQh2wA,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,Our Placement | Jadavpur University | #jadavpur_university #cse #shorts #viral #trending #shortvideo,Please watch the full video https://youtu.be/_eDYjTYWPJQ @skeducare6247 #jadavpur_university #jadavpuruniversity #jelet ...,SK Educare,2023-05-23T07:49:05Z,2023,5068,106,13,PT16S,unknown,https://www.youtube.com/watch?v=952prLQh2wA,13,Relevant,Our Placement | Jadavpur University | #jadavpur_university #cse #shorts #viral #trending #shortvideo,Please watch the full video @skeducare6247 #jadavpur_university #jadavpuruniversity #jelet .,Our Placement | Jadavpur University | #jadavpur_university #cse #shorts #viral #trending #shortvideo Please watch the full video @skeducare6247 #jadavpur_university #jadavpuruniversity #jelet .,12,100,10,92,22,193,0,9,1,0,0,0.023481,8.53089883847235,4.672828834461906,2.6390573296152584,1169
201QX-rCxwA,Assam University,rankings,NIRF,Assam University NIRF,FYUG ADMISSION | AFFILATE COLLEGES UNDER ASSAM UNIVERSITY | COMPLETE DISCUSSION | CAREER STUDY,Join Admission Whatsapp Group : https://chat.whatsapp.com/BwSCEMnIkhF63ZFY8pOqBM Download Career Study APP ...,Career Study,2023-07-03T07:49:32Z,2023,201,8,1,PT3M49S,unknown,https://www.youtube.com/watch?v=201QX-rCxwA,13,Relevant,FYUG ADMISSION | AFFILATE COLLEGES UNDER ASSAM UNIVERSITY | COMPLETE DISCUSSION | CAREER STUDY,Join Admission Whatsapp Group : Download Career Study APP .,FYUG ADMISSION | AFFILATE COLLEGES UNDER ASSAM UNIVERSITY | COMPLETE DISCUSSION | CAREER STUDY Join Admission Whatsapp Group : Download Career Study APP .,14,94,10,59,24,154,0,0,0,0,0,0.044776,5.308267697401205,2.1972245773362196,0.6931471805599453,1128
Mods-i7zrdw,Assam University,rankings,NIRF,Assam University NIRF,Glimpses of Assam University Silchar campus ✨ #love #travel #assamuniversitysilchar #youtubeshorts,,Sachin Vats🤩,2023-08-03T18:18:17Z,2023,271,13,0,PT13S,unknown,https://www.youtube.com/watch?v=Mods-i7zrdw,13,Relevant,Glimpses of Assam University Silchar campus ✨ #love #travel #assamuniversitysilchar #youtubeshorts,,Glimpses of Assam University Silchar campus ✨ #love #travel #assamuniversitysilchar #youtubeshorts,11,98,0,0,11,98,1,4,0,0,0,0.04797,5.605802066295998,2.6390573296152584,0.0,1097
h9QRMje-8tM,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,Ragging Fortress Jadavpur University Pros and Cons,,Sumit Swar-Entertainment ,2023-08-15T09:15:10Z,2023,171,8,0,PT1M1S,unknown,https://www.youtube.com/watch?v=h9QRMje-8tM,13,Relevant,Ragging Fortress Jadavpur University Pros and Cons,,Ragging Fortress Jadavpur University Pros and Cons,7,50,0,0,7,50,0,0,0,0,0,0.046784,5.147494476813453,2.1972245773362196,0.0,1085
ItM4xGhRKjo,Savitribai Phule Pune University,rankings,NIRF,Savitribai Phule Pune University NIRF,savitribai phule pune university | Best University in Pune #university #college,,Sachin Pendhe,2025-07-07T11:56:16Z,2025,8194,106,0,PT14S,unknown,https://www.youtube.com/watch?v=ItM4xGhRKjo,13,Relevant,savitribai phule pune university | Best University in Pune #university #college,,savitribai phule pune university | Best University in Pune #university #college,11,79,0,0,11,79,0,2,0,0,0,0.012936,9.01127949117793,4.672828834461906,0.0,393
QLZmxG8eLAU,Patna University,rankings,NIRF,Patna University NIRF,"Patna University को मिले सेंट्रल यूनिवर्सिटी का दर्जा, Tejashwi Yadav ने की केंद्र से मांग","तेजस्वी यादव की केंद्र सरकार से मांग, PU को मिले सेंट्रल यूनिवर्सिटी ...",Bihar InShots,2023-02-03T13:58:53Z,2023,91,4,0,PT4M15S,unknown,https://www.youtube.com/watch?v=QLZmxG8eLAU,13,Relevant,"Patna University को मिले सेंट्रल यूनिवर्सिटी का दर्जा, Tejashwi Yadav ने की केंद्र से मांग","तेजस्वी यादव की केंद्र सरकार से मांग, PU को मिले सेंट्रल यूनिवर्सिटी .","Patna University को मिले सेंट्रल यूनिवर्सिटी का दर्जा, Tejashwi Yadav ने की केंद्र से मांग तेजस्वी यादव की केंद्र सरकार से मांग, PU को मिले सेंट्रल यूनिवर्सिटी .",15,90,13,70,28,161,0,0,0,0,0,0.043956,4.5217885770490405,1.6094379124341003,0.0,1278
HJaOX0zd-EM,Jiwaji University Gwalior,rankings,NIRF,Jiwaji University Gwalior NIRF,Jiwaji University Gwalior #youtubeshorts,,Manish Jakkholiya ,2023-08-02T12:35:47Z,2023,2057,31,0,PT13S,unknown,https://www.youtube.com/watch?v=HJaOX0zd-EM,13,Relevant,Jiwaji University Gwalior #youtubeshorts,,Jiwaji University Gwalior #youtubeshorts,4,40,0,0,4,40,0,1,0,0,0,0.01507,7.629489916393995,3.4657359027997265,0.0,1098
QC22eqaKTjo,Assam University,rankings,NIRF,Assam University NIRF,"Assam University Silchar Counselling Registration 2023 , Cuet Counselling Process 2023 , Cuet Cutoff","Updated Helpline Number: 7738736346 Admission Helpline Number aND Whatsapp Number:- 7738736346 , +918062180079 ...",Cuet By College Jaankaar,2023-08-04T03:46:53Z,2023,332,5,0,PT2M21S,unknown,https://www.youtube.com/watch?v=QC22eqaKTjo,13,Relevant,"Assam University Silchar Counselling Registration 2023 , Cuet Counselling Process 2023 , Cuet Cutoff","Updated Helpline Number: 7738736346 Admission Helpline Number aND Whatsapp Number:- 7738736346 , +918062180079 .","Assam University Silchar Counselling Registration 2023 , Cuet Counselling Process 2023 , Cuet Cutoff Updated Helpline Number: 7738736346 Admission Helpline Number aND Whatsapp Number:- 7738736346 , +918062180079 .",14,100,14,112,28,213,0,0,0,0,0,0.01506,5.808142489980444,1.791759469228055,0.0,1096
eTFbHg8nXlY,Tezpur University,rankings,NIRF,Tezpur University NIRF,Prof. H.C Verma | Visits | Tezpur University | Physics in Everyday life | Full Video |,"Prof. Harish Chandra Verma (Padma Shri - 2020) was a Professor in the Department of Physics at Indian Institute of Technology, ...",WALL-e DEFENCE ,2023-08-27T13:45:43Z,2023,192,0,0,PT1H44M32S,unknown,https://www.youtube.com/watch?v=eTFbHg8nXlY,13,Relevant,Prof. H.C Verma | Visits | Tezpur University | Physics in Everyday life | Full Video |,"Prof. Harish Chandra Verma (Padma Shri - 2020) was a Professor in the Department of Physics at Indian Institute of Technology, .","Prof. H.C Verma | Visits | Tezpur University | Physics in Everyday life | Full Video | Prof. Harish Chandra Verma (Padma Shri - 2020) was a Professor in the Department of Physics at Indian Institute of Technology, .",17,86,22,128,39,215,0,0,0,0,0,0.0,5.262690188904886,0.0,0.0,1073
3_NX5f86hNg,Savitribai Phule Pune University,rankings,NIRF,Savitribai Phule Pune University NIRF,Republic Day - Savitribai Phule Pune University #republicday #sppu #pune,,Roving Rushi,2023-01-25T14:20:03Z,2023,3655,88,4,PT16S,unknown,https://www.youtube.com/watch?v=3_NX5f86hNg,13,Relevant,Republic Day - Savitribai Phule Pune University #republicday #sppu #pune,,Republic Day - Savitribai Phule Pune University #republicday #sppu #pune,10,72,0,0,10,72,0,3,0,0,0,0.025171,8.204124932574041,4.48863636973214,1.6094379124341003,1287
tZN3G1f5JZs,Guru Ghasidas Vishwavidyalaya,rankings,NIRF,Guru Ghasidas Vishwavidyalaya NIRF,"Amity University कैसे Check करें UGC, NIRF Ranking? Amity University on NIRF &amp; UGC👍",https://www.universityindia.in/help click here for any enquiry ***Subscribe this channel and press the bell icon*** ...,UNIVERSITY INDIA,2023-02-04T05:31:48Z,2023,11875,43,4,PT8M24S,unknown,https://www.youtube.com/watch?v=tZN3G1f5JZs,13,Relevant,"Amity University कैसे Check करें UGC, NIRF Ranking? Amity University on NIRF & UGC👍",click here for any enquiry ***Subscribe this channel and press the bell icon*** .,"Amity University कैसे Check करें UGC, NIRF Ranking? Amity University on NIRF & UGC👍 click here for any enquiry ***Subscribe this channel and press the bell icon*** .",14,83,14,81,28,165,1,0,0,0,1,0.003958,9.382274835883651,3.784189633918261,1.6094379124341003,1277
9XV2YzS5DVU,Savitribai Phule Pune University,rankings,NIRF,Savitribai Phule Pune University NIRF,Savitribai Phule Pune University,iamcuriouz #pune #puneblogger #punelife.,Travel With Prerana,2023-03-24T06:30:03Z,2023,19183,255,2,PT17S,unknown,https://www.youtube.com/watch?v=9XV2YzS5DVU,13,Relevant,Savitribai Phule Pune University,iamcuriouz #pune #puneblogger #punelife.,Savitribai Phule Pune University iamcuriouz #pune #puneblogger #punelife.,4,32,4,40,8,73,0,3,0,0,0,0.013397,9.861831877267296,5.545177444479562,1.0986122886681098,1229
WPEKjRGdtK8,SRM Institute of Science and Technology,rankings,NIRF,SRM Institute of Science and Technology NIRF,SRM AP College Review | Top10 AP Engineering colleges | cutoff | college reviews | AP EAPCET 2025,Check for more details https://collegedost.in/ Attempt mocktest here https://collegedost.in/mock-test/ Want the full report on ...,College Dost Telugu ,2025-07-03T11:48:23Z,2025,58499,997,469,PT3M22S,unknown,https://www.youtube.com/watch?v=WPEKjRGdtK8,13,Relevant,SRM AP College Review | Top10 AP Engineering colleges | cutoff | college reviews | AP EAPCET 2025,Check for more details Attempt mocktest here Want the full report on .,SRM AP College Review | Top10 AP Engineering colleges | cutoff | college reviews | AP EAPCET 2025 Check for more details Attempt mocktest here Want the full report on .,18,97,13,70,31,168,0,0,0,0,0,0.02506,10.976782033219948,6.905753276311464,6.152732694704104,397
a5CyY1K7hps,Jiwaji University Gwalior,rankings,NIRF,Jiwaji University Gwalior NIRF,JIWAJI UNIVERSITY GWALIOR UGC APPROVED! JIWAJI UNIVERSITY DISTANCE में कौन कौन से course करवाती है?,jiwaji_university_news #jiwajiuniversity #jiwajiuniversityexamnews #jiwaji university ugc approved or fake *Jiwaji university ...,Education Guru ,2023-01-27T10:30:00Z,2023,5663,83,30,PT2M53S,unknown,https://www.youtube.com/watch?v=a5CyY1K7hps,13,Relevant,JIWAJI UNIVERSITY GWALIOR UGC APPROVED! JIWAJI UNIVERSITY DISTANCE में कौन कौन से course करवाती है?,jiwaji_university_news #jiwajiuniversity #jiwajiuniversityexamnews #jiwaji university ugc approved or fake *Jiwaji university .,JIWAJI UNIVERSITY GWALIOR UGC APPROVED! JIWAJI UNIVERSITY DISTANCE में कौन कौन से course करवाती है? jiwaji_university_news #jiwajiuniversity #jiwajiuniversityexamnews #jiwaji university ugc approved or fake *Jiwaji university .,15,99,12,127,27,227,0,3,0,1,1,0.019954,8.641885635373555,4.430816798843313,3.4339872044851463,1285
DIQ-BxQBAtY,BML Munjal University,rankings,NIRF,BML Munjal University NIRF,"BML Munjal University MBA Review 2026 | Placements, Fees, ROI,Campus,Scholarship &amp; Reality Check","For All MBA Admission Related Queries, Fill Our Profile Analysis Form : https://rb.gy/ms7s6 Or You Can Call Us At : 9111400222 ...",MBA with Arshi Khan,2026-04-17T11:01:01Z,2026,339,3,0,PT8M45S,unknown,https://www.youtube.com/watch?v=DIQ-BxQBAtY,13,Relevant,"BML Munjal University MBA Review 2026 | Placements, Fees, ROI,Campus,Scholarship & Reality Check","For All MBA Admission Related Queries, Fill Our Profile Analysis Form : Or You Can Call Us At : 9111400222 .","BML Munjal University MBA Review 2026 | Placements, Fees, ROI,Campus,Scholarship & Reality Check For All MBA Admission Related Queries, Fill Our Profile Analysis Form : Or You Can Call Us At : 9111400222 .",13,96,21,108,34,205,0,0,0,0,0,0.00885,5.8289456176102075,1.3862943611198906,0.0,109
KALUnMmt-sg,Jadavpur University,rankings,NIRF,Jadavpur University NIRF,@TRAPPlanB in jadavpur university 🔥🔥#youtubeshorts #shortsvideo #youtube #youtuber #ytshorts,,PJ LIFE,2023-02-11T15:29:52Z,2023,1239,0,0,PT8S,unknown,https://www.youtube.com/watch?v=KALUnMmt-sg,13,Relevant,@TRAPPlanB in jadavpur university 🔥🔥#youtubeshorts #shortsvideo #youtube #youtuber #ytshorts,,@TRAPPlanB in jadavpur university 🔥🔥#youtubeshorts #shortsvideo #youtube #youtuber #ytshorts,9,92,0,0,9,92,1,5,1,0,0,0.0,7.122866658599083,0.0,0.0,1270
