video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url,relevance_score,relevance_label,clean_title,clean_description,combined_text
ksXQTGbKHVM,Aligarh Muslim University,rankings,NIRF,Aligarh Muslim University NIRF,"🎓 Top 20 Best Colleges in India 2025 | NIRF Ranking | CUET, NEET, JEE, CAT | Placements, Courses.","Top 20 Best Colleges in India 2025 | NIRF Rankings | CUET, NEET, JEE, CAT | Placements, Courses, Admission Process ...",College Career,2025-10-22T18:22:32Z,2025,37,5,0,PT1M39S,unknown,https://www.youtube.com/watch?v=ksXQTGbKHVM,15,Relevant,"🎓 Top 20 Best Colleges in India 2025 | NIRF Ranking | CUET, NEET, JEE, CAT | Placements, Courses.","Top 20 Best Colleges in India 2025 | NIRF Rankings | CUET, NEET, JEE, CAT | Placements, Courses, Admission Process .","🎓 Top 20 Best Colleges in India 2025 | NIRF Ranking | CUET, NEET, JEE, CAT | Placements, Courses. Top 20 Best Colleges in India 2025 | NIRF Rankings | CUET, NEET, JEE, CAT | Placements, Courses, Admission Process ."
vAPQz71YRhU,Rajasthan Technical University,rankings,NIRF,Rajasthan Technical University NIRF,Exploring the Power of the National Assessment and Accreditation Council (NAAC),"""Delve into the realm of academic quality assurance with our latest video on the National Assessment and Accreditation Council ...",vpmantra,2024-05-13T07:30:13Z,2024,40534,1007,10,PT49S,unknown,https://www.youtube.com/watch?v=vAPQz71YRhU,15,Relevant,Exploring the Power of the National Assessment and Accreditation Council (NAAC),"""Delve into the realm of academic quality assurance with our latest video on the National Assessment and Accreditation Council .","Exploring the Power of the National Assessment and Accreditation Council (NAAC) ""Delve into the realm of academic quality assurance with our latest video on the National Assessment and Accreditation Council ."
v1zX4RiZU74,Aligarh Muslim University,rankings,NIRF,Aligarh Muslim University NIRF,AMU||AMU vlog||Aligarh muslim university,Hello friend he blog mene aligarh Muslim University me banaya hai aur is university ke kuchh hisso ko dikhane ki kosish ki hai ...,Fk fix Vlog,2023-05-28T13:15:03Z,2023,84,16,4,PT6M12S,unknown,https://www.youtube.com/watch?v=v1zX4RiZU74,15,Relevant,AMU||AMU vlog||Aligarh muslim university,Hello friend he blog mene aligarh Muslim University me banaya hai aur is university ke kuchh hisso ko dikhane ki kosish ki hai .,AMU||AMU vlog||Aligarh muslim university Hello friend he blog mene aligarh Muslim University me banaya hai aur is university ke kuchh hisso ko dikhane ki kosish ki hai .
82IGHMtqTLg,Madan Mohan Malaviya University of Technology,rankings,NIRF,Madan Mohan Malaviya University of Technology NIRF,MMMUT Gorakhpur: IIT se kam nahi! 😱 | NIRF 84 Rank #Shorts,"MMMUT Gorakhpur - The Hub of Engineering Excellence! Kya aap ek aise college ki talaash mein hain jahan ranking, ...","LIFE CRAFT JEE COUNSELLING
",2026-03-20T15:16:29Z,2026,115,1,0,PT39S,unknown,https://www.youtube.com/watch?v=82IGHMtqTLg,15,Relevant,MMMUT Gorakhpur: IIT se kam nahi! 😱 | NIRF 84 Rank #Shorts,"MMMUT Gorakhpur - The Hub of Engineering Excellence! Kya aap ek aise college ki talaash mein hain jahan ranking, .","MMMUT Gorakhpur: IIT se kam nahi! 😱 | NIRF 84 Rank #Shorts MMMUT Gorakhpur - The Hub of Engineering Excellence! Kya aap ek aise college ki talaash mein hain jahan ranking, ."
vQ-JNfrQLe8,University of Calcutta,rankings,NIRF,University of Calcutta NIRF,Top 10 IIM Colleges in India 2024 🏆 | NIRF Ranking | Placement &amp; Fees,Top 10 IIM Colleges in India - NIRF 2024 Rankings Planning to do an MBA from an IIM? This video gives you a detailed ...,CMI Times,2025-08-11T14:30:55Z,2025,28,1,0,PT57S,unknown,https://www.youtube.com/watch?v=vQ-JNfrQLe8,15,Relevant,Top 10 IIM Colleges in India 2024 🏆 | NIRF Ranking | Placement & Fees,Top 10 IIM Colleges in India - NIRF 2024 Rankings Planning to do an MBA from an IIM? This video gives you a detailed .,Top 10 IIM Colleges in India 2024 🏆 | NIRF Ranking | Placement & Fees Top 10 IIM Colleges in India - NIRF 2024 Rankings Planning to do an MBA from an IIM? This video gives you a detailed .
jsl_lQWdDvM,University of Calcutta,rankings,NIRF,University of Calcutta NIRF,Top 10 Colleges in India for 2023 - NIRF Rankings 2023- #education #iit #shorts,The National Institutional Ranking Framework (NIRF) rankings are a government-sponsored initiative to rank educational ...,Alma Mater,2023-06-07T12:31:35Z,2023,97,0,0,PT37S,unknown,https://www.youtube.com/watch?v=jsl_lQWdDvM,15,Relevant,Top 10 Colleges in India for 2023 - NIRF Rankings 2023- #education #iit #shorts,The National Institutional Ranking Framework (NIRF) rankings are a government-sponsored initiative to rank educational .,Top 10 Colleges in India for 2023 - NIRF Rankings 2023- #education #iit #shorts The National Institutional Ranking Framework (NIRF) rankings are a government-sponsored initiative to rank educational .
xW3H7jWI5zs,Aligarh Muslim University,rankings,NIRF,Aligarh Muslim University NIRF,Detail Information - AMU | Aligarh Muslim University,Instagram: https://www.instagram.com/amandhattarwal/?hl=en Telegram: https://t.me/apnikakshaofficial.,Apni Kaksha Official,2024-05-30T11:30:33Z,2024,2996,65,17,PT15M38S,unknown,https://www.youtube.com/watch?v=xW3H7jWI5zs,15,Relevant,Detail Information - AMU | Aligarh Muslim University,Instagram: Telegram:,Detail Information - AMU | Aligarh Muslim University Instagram: Telegram:
BDgL14_rFw8,University of Mumbai,rankings,NIRF,University of Mumbai NIRF,Top MBA Colleges in India 2025 | NIRF Ranking | #youtubeshorts #viral,Looking for the best MBA colleges in India for 2025? This video shows the NIRF Rankings 2024 for top MBA universities based on ...,CMI Times,2025-08-26T10:27:00Z,2025,44,1,0,PT57S,unknown,https://www.youtube.com/watch?v=BDgL14_rFw8,15,Relevant,Top MBA Colleges in India 2025 | NIRF Ranking | #youtubeshorts #viral,Looking for the best MBA colleges in India for 2025? This video shows the NIRF Rankings 2024 for top MBA universities based on .,Top MBA Colleges in India 2025 | NIRF Ranking | #youtubeshorts #viral Looking for the best MBA colleges in India for 2025? This video shows the NIRF Rankings 2024 for top MBA universities based on .
bTMPiPlwhZ8,Aligarh Muslim University,rankings,NIRF,Aligarh Muslim University NIRF,&quot;Aligarh Muslim University | AMU की कहानी जिसने लाखों जिंदगियाँ बदली&quot; #amu #facts #library #reels,Aligarh Muslim University AMU Aligarh History AMU Facts in Hindi Sir Syed Ahmed Khan AMU Aligarh Muslim University Details ...,Moonlight Study,2025-09-02T12:09:23Z,2025,466,6,0,PT1M3S,unknown,https://www.youtube.com/watch?v=bTMPiPlwhZ8,15,Relevant,"""Aligarh Muslim University | AMU की कहानी जिसने लाखों जिंदगियाँ बदली"" #amu #facts #library #reels",Aligarh Muslim University AMU Aligarh History AMU Facts in Hindi Sir Syed Ahmed Khan AMU Aligarh Muslim University Details .,"""Aligarh Muslim University | AMU की कहानी जिसने लाखों जिंदगियाँ बदली"" #amu #facts #library #reels Aligarh Muslim University AMU Aligarh History AMU Facts in Hindi Sir Syed Ahmed Khan AMU Aligarh Muslim University Details ."
s_oOChEkttY,SRM Institute of Science and Technology,rankings,NIRF,SRM Institute of Science and Technology NIRF,NIRF RANK 2023 FOR DEEMED UNIVERSITY IN TAMILNADU|இதுல படித்தால் உலக தரமான Education|Dineshprabhu,nirf2023 #nirf #dineshprabhu #careerguidance #engineering #colleges #topmost #tnea #tnea2023 Dineshprabhu J Career ...,DINESH PRABHU,2023-06-07T07:42:08Z,2023,7821,247,95,PT6M43S,unknown,https://www.youtube.com/watch?v=s_oOChEkttY,15,Relevant,NIRF RANK 2023 FOR DEEMED UNIVERSITY IN TAMILNADU|இதுல படித்தால் உலக தரமான Education|Dineshprabhu,nirf2023 #nirf #dineshprabhu #careerguidance #engineering #colleges #topmost #tnea #tnea2023 Dineshprabhu J Career .,NIRF RANK 2023 FOR DEEMED UNIVERSITY IN TAMILNADU|இதுல படித்தால் உலக தரமான Education|Dineshprabhu nirf2023 #nirf #dineshprabhu #careerguidance #engineering #colleges #topmost #tnea #tnea2023 Dineshprabhu J Career .
B6R447NJwjs,University of Mumbai,rankings,NIRF,University of Mumbai NIRF,7 sep2025 currentaffairs |NIRF rankings|#trending #shorts #nirfranking #ranking ,Which institution topped the NIRF India Rankings 2025 in the Overall Category? A) IIT Bombay B) IIT Madras C) IISc Bengaluru D) ...,Telangana Champions Academy ,2025-09-07T16:19:58Z,2025,96,6,6,PT1M4S,unknown,https://www.youtube.com/watch?v=B6R447NJwjs,15,Relevant,7 sep2025 currentaffairs |NIRF rankings|#trending #shorts #nirfranking #ranking,Which institution topped the NIRF India Rankings 2025 in the Overall Category? A) IIT Bombay B) IIT Madras C) IISc Bengaluru D) .,7 sep2025 currentaffairs |NIRF rankings|#trending #shorts #nirfranking #ranking Which institution topped the NIRF India Rankings 2025 in the Overall Category? A) IIT Bombay B) IIT Madras C) IISc Bengaluru D) .
KX9ddEE73sk,SRM Institute of Science and Technology,rankings,NIRF,SRM Institute of Science and Technology NIRF,NIRF Top 10 Engineering Colleges 2025 Ranking #nirfranking #nirf #engineeringcollegesindia #IIT #NIT,You should know about Top Engineering Colleges in India 2025 Here are the top engineering colleges in India as per NIRF ...,Nayak's Tutorials,2025-08-05T09:17:28Z,2025,1221,10,1,PT55S,unknown,https://www.youtube.com/watch?v=KX9ddEE73sk,15,Relevant,NIRF Top 10 Engineering Colleges 2025 Ranking #nirfranking #nirf #engineeringcollegesindia #IIT #NIT,You should know about Top Engineering Colleges in India 2025 Here are the top engineering colleges in India as per NIRF .,NIRF Top 10 Engineering Colleges 2025 Ranking #nirfranking #nirf #engineeringcollegesindia #IIT #NIT You should know about Top Engineering Colleges in India 2025 Here are the top engineering colleges in India as per NIRF .
pvJ0R7gCvD8,SRM Institute of Science and Technology,rankings,NIRF,SRM Institute of Science and Technology NIRF,❌NIRF Ranking Gone Wrong😂💀SRM vs NIT #nirf2025 #srm #jee2026,,Mritunjay [MJK Sir],2025-09-05T14:39:50Z,2025,6551,38,4,PT14S,unknown,https://www.youtube.com/watch?v=pvJ0R7gCvD8,15,Relevant,❌NIRF Ranking Gone Wrong😂💀SRM vs NIT #nirf2025 #srm #jee2026,,❌NIRF Ranking Gone Wrong😂💀SRM vs NIT #nirf2025 #srm #jee2026
dDZqEdi1Nw4,Osmania University,rankings,NIRF,Osmania University NIRF,Top NIRF Ranking college&#39;s in Chennai #nirfranking #nirf #engineeringcolleges #topengineeringcollege,nirf #nirfranking #nirfranking2022 #topengineeringcollege #topengineeringcollegesintamilnadu #topengineering #engineering ...,TN Education 360,2024-11-29T12:16:26Z,2024,15,1,0,PT2M,unknown,https://www.youtube.com/watch?v=dDZqEdi1Nw4,15,Relevant,Top NIRF Ranking college's in Chennai #nirfranking #nirf #engineeringcolleges #topengineeringcollege,nirf #nirfranking #nirfranking2022 #topengineeringcollege #topengineeringcollegesintamilnadu #topengineering #engineering .,Top NIRF Ranking college's in Chennai #nirfranking #nirf #engineeringcolleges #topengineeringcollege nirf #nirfranking #nirfranking2022 #topengineeringcollege #topengineeringcollegesintamilnadu #topengineering #engineering .
CkgFM6h9mXA,Rajasthan Technical University,rankings,NIRF,Rajasthan Technical University NIRF,"RTU Kota College Review 2026 | Campus Tour, Placements, Reality Check","College Admission Guidance & Help (By Me, Prabhat Ranjan): https://divastra.github.io/counselling My YouTube Gear: ...",Prabhat Ranjan,2026-04-03T06:30:00Z,2026,5410,83,42,PT11M58S,unknown,https://www.youtube.com/watch?v=CkgFM6h9mXA,15,Relevant,"RTU Kota College Review 2026 | Campus Tour, Placements, Reality Check","College Admission Guidance & Help (By Me, Prabhat Ranjan): My YouTube Gear: .","RTU Kota College Review 2026 | Campus Tour, Placements, Reality Check College Admission Guidance & Help (By Me, Prabhat Ranjan): My YouTube Gear: ."
y1WYMIvUxcw,SRM Institute of Science and Technology,rankings,NIRF,SRM Institute of Science and Technology NIRF,"SRM University KTR BTech Review  | Courses, Fees, Admission 2025, Placements, Ranking #srmjeee #srm","SRM University AP BTech Review | Courses, Fees, Admission 2025, Placements, Ranking #srmjeee #srm. Confused ...",Career Initiative,2024-11-21T07:30:16Z,2024,392964,1844,10,PT16S,unknown,https://www.youtube.com/watch?v=y1WYMIvUxcw,15,Relevant,"SRM University KTR BTech Review | Courses, Fees, Admission 2025, Placements, Ranking #srmjeee #srm","SRM University AP BTech Review | Courses, Fees, Admission 2025, Placements, Ranking #srmjeee #srm. Confused .","SRM University KTR BTech Review | Courses, Fees, Admission 2025, Placements, Ranking #srmjeee #srm SRM University AP BTech Review | Courses, Fees, Admission 2025, Placements, Ranking #srmjeee #srm. Confused ."
Uv3lJjF2CEg,Jiwaji University Gwalior,rankings,NIRF,Jiwaji University Gwalior NIRF,Jiwaji University Gwalior: जीवाजी यूनिवर्सिटी की खुली फर्जीवाड़े की पोल! MP News,Jiwaji University Gwalior: जीवाजी यूनिवर्सिटी की खुली फर्जीवाड़े की पोल! MP News ...,Vistaar News,2025-01-20T17:41:07Z,2025,7043,75,6,PT4M19S,unknown,https://www.youtube.com/watch?v=Uv3lJjF2CEg,15,Relevant,Jiwaji University Gwalior: जीवाजी यूनिवर्सिटी की खुली फर्जीवाड़े की पोल! MP News,Jiwaji University Gwalior: जीवाजी यूनिवर्सिटी की खुली फर्जीवाड़े की पोल! MP News .,Jiwaji University Gwalior: जीवाजी यूनिवर्सिटी की खुली फर्जीवाड़े की पोल! MP News Jiwaji University Gwalior: जीवाजी यूनिवर्सिटी की खुली फर्जीवाड़े की पोल! MP News .
GJ6tp4ez8vw,VIT Bhopal University,rankings,NIRF,VIT Bhopal University NIRF,"💥VIT 2025 All Campus Review | Fees, Placements, Ranking &amp; ₹1 Cr+ Package! | 🚀VITEEE 2025","VIT 2025 All Campus Review | Fees, Placements, Ranking & ₹1 Cr+ Package! | VITEEE 2025 Planning to take admission at ...",Careers360,2025-05-09T11:05:00Z,2025,4201,32,3,PT14M7S,unknown,https://www.youtube.com/watch?v=GJ6tp4ez8vw,15,Relevant,"💥VIT 2025 All Campus Review | Fees, Placements, Ranking & ₹1 Cr+ Package! | 🚀VITEEE 2025","VIT 2025 All Campus Review | Fees, Placements, Ranking & ₹1 Cr+ Package! | VITEEE 2025 Planning to take admission at .","💥VIT 2025 All Campus Review | Fees, Placements, Ranking & ₹1 Cr+ Package! | 🚀VITEEE 2025 VIT 2025 All Campus Review | Fees, Placements, Ranking & ₹1 Cr+ Package! | VITEEE 2025 Planning to take admission at ."
nFqMgnNjD8o,Jamia Millia Islamia,rankings,NIRF,Jamia Millia Islamia NIRF,Top 10 Universities In India As per NIRF Ranking 2023 | Take admission &amp; ensure Job | By Divyang Sir,"Here is a list of the top 10 medical colleges in India based on various factors, including the overall NIRF (National Institutional ...",JPT BIOLOGY ACADEMY - Yaha Selection ka System Hai,2023-06-08T08:00:19Z,2023,29,2,0,PT3M55S,unknown,https://www.youtube.com/watch?v=nFqMgnNjD8o,15,Relevant,Top 10 Universities In India As per NIRF Ranking 2023 | Take admission & ensure Job | By Divyang Sir,"Here is a list of the top 10 medical colleges in India based on various factors, including the overall NIRF (National Institutional .","Top 10 Universities In India As per NIRF Ranking 2023 | Take admission & ensure Job | By Divyang Sir Here is a list of the top 10 medical colleges in India based on various factors, including the overall NIRF (National Institutional ."
5cjuZ_5YZjY,Dr APJ Abdul Kalam Technical University,rankings,NIRF,Dr APJ Abdul Kalam Technical University NIRF,Ranking India’s Top 100 Engineering Colleges🔥| 1 Lakh-8 Lakh Rank!!,India's Top 100 Engineering Colleges  | Upto 10 Lakh Rank Link to RSAT Scholarship Test: https://shorturl.at/e4nuY. These are ...,Yash Garg,2025-06-19T13:37:37Z,2025,26458,887,415,PT16M58S,unknown,https://www.youtube.com/watch?v=5cjuZ_5YZjY,15,Relevant,Ranking India’s Top 100 Engineering Colleges🔥| 1 Lakh-8 Lakh Rank!,India's Top 100 Engineering Colleges | Upto 10 Lakh Rank Link to RSAT Scholarship Test: These are .,Ranking India’s Top 100 Engineering Colleges🔥| 1 Lakh-8 Lakh Rank! India's Top 100 Engineering Colleges | Upto 10 Lakh Rank Link to RSAT Scholarship Test: These are .
XU_yor56as4,Osmania University,rankings,NIRF,Osmania University NIRF,Top Engineering Colleges Based On Nirf Ranking in Tamilnadu #nirf #tnea2024 #bestcolleges,nirf #tnea2024 #bestcolleges #tnea2024 #tnea2024counselling #engineering #engineeringadmission ...,Admission Update,2025-03-31T12:30:24Z,2025,546,9,1,PT2M48S,unknown,https://www.youtube.com/watch?v=XU_yor56as4,15,Relevant,Top Engineering Colleges Based On Nirf Ranking in Tamilnadu #nirf #tnea2024 #bestcolleges,nirf #tnea2024 #bestcolleges #tnea2024 #tnea2024counselling #engineering #engineeringadmission .,Top Engineering Colleges Based On Nirf Ranking in Tamilnadu #nirf #tnea2024 #bestcolleges nirf #tnea2024 #bestcolleges #tnea2024 #tnea2024counselling #engineering #engineeringadmission .
RcPiLWMkoPE,Savitribai Phule Pune University,rankings,NIRF,Savitribai Phule Pune University NIRF,Savitribai Phule Pune University मध्ये Hostel मिळण्यासाठी काय गरजेचं ?,join us on telegram kurukshetra by RD sir.,Kurukshetra Coaching Institute,2023-05-13T10:34:41Z,2023,15580,344,70,PT3M39S,unknown,https://www.youtube.com/watch?v=RcPiLWMkoPE,15,Relevant,Savitribai Phule Pune University मध्ये Hostel मिळण्यासाठी काय गरजेचं ?,join us on telegram kurukshetra by RD sir.,Savitribai Phule Pune University मध्ये Hostel मिळण्यासाठी काय गरजेचं ? join us on telegram kurukshetra by RD sir.
bUB_WAoGYpI,Jawaharlal Nehru University,rankings,NIRF,Jawaharlal Nehru University NIRF,NIRF ranking of top institution of India 2023... #jnu#bhu#iitmadras#iitdelhi#jmi#iimahmedabad...,,snapshot,2023-06-06T08:19:12Z,2023,35,1,0,PT14S,unknown,https://www.youtube.com/watch?v=bUB_WAoGYpI,15,Relevant,NIRF ranking of top institution of India 2023. #jnu#bhu#iitmadras#iitdelhi#jmi#iimahmedabad.,,NIRF ranking of top institution of India 2023. #jnu#bhu#iitmadras#iitdelhi#jmi#iimahmedabad.
kjguuk-hNm8,Andhra University,rankings,NIRF,Andhra University NIRF,Top Colleges in Andhra Pradesh based on NIRF Ranking 2023,"Join telegram for updates :https://t.me/sailand28 ap polycet 2023, polycet 2023, ts polycet 2023, ap polycet 2023 exam, ts polycet ...",Sailand,2023-06-11T04:35:42Z,2023,1824,17,23,PT3M8S,unknown,https://www.youtube.com/watch?v=kjguuk-hNm8,15,Relevant,Top Colleges in Andhra Pradesh based on NIRF Ranking 2023,"Join telegram for updates : ap polycet 2023, polycet 2023, ts polycet 2023, ap polycet 2023 exam, ts polycet .","Top Colleges in Andhra Pradesh based on NIRF Ranking 2023 Join telegram for updates : ap polycet 2023, polycet 2023, ts polycet 2023, ap polycet 2023 exam, ts polycet ."
fWTNBzUWjaY,Jawaharlal Nehru University,rankings,NIRF,Jawaharlal Nehru University NIRF,University ranking and ranking process in India,University ranking and ranking process in India ✌️   Indian Institute of Science is number 1 in the country. In the same NIRF ...,ThinkinGo,2025-06-18T12:45:05Z,2025,52,0,2,PT33S,unknown,https://www.youtube.com/watch?v=fWTNBzUWjaY,15,Relevant,University ranking and ranking process in India,University ranking and ranking process in India ✌️ Indian Institute of Science is number 1 in the country. In the same NIRF .,University ranking and ranking process in India University ranking and ranking process in India ✌️ Indian Institute of Science is number 1 in the country. In the same NIRF .
cVJAizXOet4,Delhi University,rankings,NIRF,Delhi University NIRF,Top 10 MBA Colleges in India | NIRF Ranking 2025 Revealed | 📢 Top Colleges as per NIRF 2025,"Top 10 MBA Colleges – NIRF 2025 Rankings Released! The latest rankings are out, and the competition is tougher than ever!",Search My College,2025-09-26T11:14:34Z,2025,98,3,0,PT39S,unknown,https://www.youtube.com/watch?v=cVJAizXOet4,15,Relevant,Top 10 MBA Colleges in India | NIRF Ranking 2025 Revealed | 📢 Top Colleges as per NIRF 2025,"Top 10 MBA Colleges – NIRF 2025 Rankings Released! The latest rankings are out, and the competition is tougher than ever!","Top 10 MBA Colleges in India | NIRF Ranking 2025 Revealed | 📢 Top Colleges as per NIRF 2025 Top 10 MBA Colleges – NIRF 2025 Rankings Released! The latest rankings are out, and the competition is tougher than ever!"
