comment_id,parent_comment_id,video_id,university_name,category,video_title,author_name,author_channel_id,author_profile_url,author_thumbnail,comment_text,published_at,updated_at,likes,reply_count,is_reply,comment_length,word_count,clean_comment,combined_comment,avg_word_length,sentence_count,hashtag_count,mention_count,exclamation_count,question_count,emoji_count,uppercase_word_count,comment_year,comment_month,comment_day,comment_weekday,comment_hour,hinglish_score,positive_hinglish_words,negative_hinglish_words,profanity_count,contains_profanity,negative,neutral,positive,compound,adjusted_compound,sentiment
UgxrRurJYRwflDq5xVh4AaABAg,,CkQ_yJEpoak,KIIT University,infrastructure,KIIT University Shocker | After Death On Campus - Nepalese Students Thrown Out | Akash Banerjee,@jaipalcse,UCNl1FFmHu1TCqwBIithCQiQ,http://www.youtube.com/@jaipalcse,https://yt3.ggpht.com/ytc/AIdro_n2oe4V5lT6QPJBTEfSWbHETYGhIs2KIlyJrTGKcrtVwOY=s48-c-k-c0x00ffffff-no-rj,"Untill now we had atleast naive relation with Nepal but after this I think we are loosing it too and with this we will have all neighbouring countries  with spoiled relations Just because of our EGO.

EGO of living in a country with pollution
corruption
traffic
almost 0 Social behavour
rapes
fake feminism
molestation
Perverts.

And many more",2025-02-19 05:13:30+00:00,2025-02-19T05:14:17Z,0,0,False,343,58,Untill now we had atleast naive relation with Nepal but after this I think we are loosing it too and with this we will have all neighbouring countries  with spoiled relations Just because of our EGO.  EGO of living in a country with pollution corruption traffic almost 0 Social behavour rapes fake feminism molestation Perverts.  And many more,Untill now we had atleast naive relation with Nepal but after this I think we are loosing it too and with this we will have all neighbouring countries  with spoiled relations Just because of our EGO.  EGO of living in a country with pollution corruption traffic almost 0 Social behavour rapes fake feminism molestation Perverts.  And many more,4.88,3,0,0,0,0,0,3,2025,2,19,Wednesday,5,-2.0,0,1,0,False,0.292,0.708,0.0,-0.9706,-1.0,Negative
Ugxxltkcjk_6rMv5mOR4AaABAg,,jnFZKgFGMoU,Chandigarh University,infrastructure,🏫 Modern College Building + Campus Model Tour | Dekhiye infrastructure ka full view! 🔍📍#cuunnao  #CU,@sandhyashukla2284,UCs1gLyxeiA8OfAYpCj5HAKw,http://www.youtube.com/@sandhyashukla2284,https://yt3.ggpht.com/ytc/AIdro_mXnvj1aHN_Zn3hMSB90tI_wH9OTuI5xM6g0QMKLck=s48-c-k-c0x00ffffff-no-rj,Bakwas and worst management,2026-05-26 08:21:34+00:00,2026-05-26T08:21:34Z,1,0,False,27,4,Bakwas and worst management,Bakwas and worst management,6.0,1,0,0,0,0,0,0,2026,5,26,Tuesday,8,-2.5,0,1,0,False,0.577,0.423,0.0,-0.6249,-1.0,Negative
Ugw2SPYK4sH2TA_C_9t4AaABAg.AEjB2Syroo5AEjyCiEoIm9,Ugw2SPYK4sH2TA_C_9t4AaABAg,CkQ_yJEpoak,KIIT University,infrastructure,KIIT University Shocker | After Death On Campus - Nepalese Students Thrown Out | Akash Banerjee,@vikramaherwal606,UCKb0RwpG0Y7HJzvCSp3wEvQ,http://www.youtube.com/@vikramaherwal606,https://yt3.ggpht.com/ytc/AIdro_kDVsj9hLvoBQOLzjE2nL1bDBX9GW_KSmsdaKSmAdiuJmsO7Wk2UinkxnzouI6qS8O9Pg=s48-c-k-c0x00ffffff-no-rj,"consider it from the university only..
we are sorry for it..
Its just a bad university..
indians are not like this..
we consider nepal as our younger brother",2025-02-19 23:26:32+00:00,2025-02-19T23:26:32Z,0,0,True,153,28,consider it from the university only. we are sorry for it. Its just a bad university. indians are not like this. we consider nepal as our younger brother,consider it from the university only. we are sorry for it. Its just a bad university. indians are not like this. we consider nepal as our younger brother,4.5,5,0,0,0,0,0,0,2025,2,19,Wednesday,23,-1.5,0,1,0,False,0.224,0.776,0.0,-0.7105,-1.0,Negative
UgxMzjFYA4Vy86FFWox4AaABAg.9qjCCiO44ru9qjChn0U7Q0,UgxMzjFYA4Vy86FFWox4AaABAg,YxZULPGTBC0,NIT Warangal,infrastructure,NIT Warangal || #nitwarangal  ||#messfood || #mess || #nitwarangalmess ||#nitw ||#topnit || #nit,@anujbindvlogs,UCLSX1x_rC2zqHFu2mh9v-wg,http://www.youtube.com/@anujbindvlogs,https://yt3.ggpht.com/54L2CQUIDt0zc0b2GPJRdX0fxVUXuFEVRtURsUO2B_Xjlpi3jnuM6p4TMxeaMcUmJnNmLgVf1h4=s48-c-k-c0x00ffffff-no-rj,Mess management bad,2023-06-09 07:17:53+00:00,2023-06-09T07:17:53Z,0,0,True,19,3,Mess management bad,Mess management bad,5.67,1,0,0,0,0,0,0,2023,6,9,Friday,7,-1.5,0,1,0,False,0.857,0.143,0.0,-0.7184,-1.0,Negative
UgxTyvsvZHxQnaXEBf14AaABAg.9zA_94DYafN9zGbz_Ylcp3,UgxTyvsvZHxQnaXEBf14AaABAg,ZkA5YWiDl78,IIT Jodhpur,infrastructure,Are Future Secure in all IIT’s..??🤔| Honest review by IIT Jodhpur Students | #iit #jee,@ArunyadavAs,UCj6QlasfRyrE2KY3bPEUuvg,http://www.youtube.com/@ArunyadavAs,https://yt3.ggpht.com/CHAZjspepLt3xyGsWNLiBPQ2WnWWEkU9sSvO7eUD1WOq0ZNt5BEDD-6_a3Bjae_Q78ltfMR03OM=s48-c-k-c0x00ffffff-no-rj,@SaurabhShrivas-iw7id kyu bhai 12 ke bad kya problem ka face karana hoga,2024-01-07 12:12:50+00:00,2024-06-18T03:17:40Z,0,0,True,72,12,@SaurabhShrivas-iw7id kyu bhai 12 ke bad kya problem ka face karana hoga,@SaurabhShrivas-iw7id kyu bhai 12 ke bad kya problem ka face karana hoga,5.08,1,0,1,0,0,0,0,2024,1,7,Sunday,12,-1.5,0,1,0,False,0.383,0.617,0.0,-0.7351,-1.0,Negative
Ugxqw_fPFugQ65WG8At4AaABAg,,CkQ_yJEpoak,KIIT University,infrastructure,KIIT University Shocker | After Death On Campus - Nepalese Students Thrown Out | Akash Banerjee,@debasishdash5206,UChMjcXhGX70lUG1_NSpAC1Q,http://www.youtube.com/@debasishdash5206,https://yt3.ggpht.com/4AZw5BBKE7RFaEF-YYJTzd0Z1I1gCcm7bdpA19J8L1ftnD6WfYxtnn_ACZ5kv1k1pynyfPqr1g=s48-c-k-c0x00ffffff-no-rj,KIIT is a scam n I know it btw KIIT owner is  BJD politician n ye case BJP politician k bache ne kiya hai.,2025-02-19 02:12:03+00:00,2025-02-19T02:12:03Z,0,0,False,106,24,KIIT is a scam n I know it btw KIIT owner is  BJD politician n ye case BJP politician k bache ne kiya hai.,KIIT is a scam n I know it btw KIIT owner is  BJD politician n ye case BJP politician k bache ne kiya hai.,3.42,1,0,0,0,0,0,5,2025,2,19,Wednesday,2,-2.2,0,1,0,False,0.171,0.829,0.0,-0.5719,-1.0,Negative
UgxlrvFPm-rPccWOWPZ4AaABAg,,YR2xXMdmKQg,KIIT University,infrastructure,Mess food of kiit university #kiituniversity #campus #collegecampus #bhubaneswar #fitness #gym,@laughxs5306,UCJu-r2cLTf7j23J3PwJAHbQ,http://www.youtube.com/@laughxs5306,https://yt3.ggpht.com/bTTnEgorcdEqOpXxfAd4y1-5sj99yQKXf8lA-A7jPoLapQH6Rv_QHwfUb5POEQ5ttosRP9hH1aE=s48-c-k-c0x00ffffff-no-rj,"KIIT, worst university in all of India!",2025-02-18 02:35:22+00:00,2025-02-18T02:35:22Z,2,0,False,39,7,"KIIT, worst university in all of India!","KIIT, worst university in all of India!",4.71,1,0,0,1,0,0,1,2025,2,18,Tuesday,2,-2.5,0,1,0,False,0.423,0.577,0.0,-0.6588,-1.0,Negative
Ugw21Gaf1TkAID-R0Fd4AaABAg.AF9AGBj4z_IAFA9hbtYiRH,Ugw21Gaf1TkAID-R0Fd4AaABAg,27r6AHXVsnc,IIT Delhi,infrastructure,American physicist Dr. Brian Greene visits IIT Delhi | DD India,@AkarshanPandey-k8v,UCk_QqRV1y8QAIM8BKBCsA1A,http://www.youtube.com/@AkarshanPandey-k8v,https://yt3.ggpht.com/6K09cflLYXWJrJvPCgGq5ViFiBxiAcWYL5iAEsKMK4IE8gGPJzkX994ZlbMG2yIm5bPgjwFwu38=s48-c-k-c0x00ffffff-no-rj,"what about research? where do you guys lead in that? or any of the IITs? Barely doing PHD and the fact that the research graph is just terrible and down the hill. Irrespective of caste or reservation, all the IITs are useless and are totally away or too far, for what they actually meant. Only institutes like IISc, ICTS, ICT, TIFR are working with a very minimum funding. So thankyou for nothing :)",2025-03-02 12:55:14+00:00,2025-03-02T12:55:14Z,0,0,True,399,73,"what about research? where do you guys lead in that? or any of the IITs? Barely doing PHD and the fact that the research graph is just terrible and down the hill. Irrespective of caste or reservation, all the IITs are useless and are totally away or too far, for what they actually meant. Only institutes like IISc, ICTS, ICT, TIFR are working with a very minimum funding. So thankyou for nothing :)","what about research? where do you guys lead in that? or any of the IITs? Barely doing PHD and the fact that the research graph is just terrible and down the hill. Irrespective of caste or reservation, all the IITs are useless and are totally away or too far, for what they actually meant. Only institutes like IISc, ICTS, ICT, TIFR are working with a very minimum funding. So thankyou for nothing :)",4.48,7,0,0,0,3,0,4,2025,3,2,Sunday,12,-4.5,0,2,0,False,0.112,0.856,0.031,-0.7521,-1.0,Negative
UgyB8HBg0u9yLXcTTyt4AaABAg,,CkQ_yJEpoak,KIIT University,infrastructure,KIIT University Shocker | After Death On Campus - Nepalese Students Thrown Out | Akash Banerjee,@jeetujeetu4888,UCHDfH8RnXy3NdWQbhJz-0PA,http://www.youtube.com/@jeetujeetu4888,https://yt3.ggpht.com/ytc/AIdro_nXKRQMG6o7zsctfWdfC0UeRFHRVqdBeIf8X1Vo8M0=s48-c-k-c0x00ffffff-no-rj,KIIT management very bad .... shameless,2025-02-19 16:07:15+00:00,2025-02-19T16:07:15Z,0,0,False,36,6,KIIT management very bad . shameless,KIIT management very bad . shameless,5.17,2,0,0,0,0,0,1,2025,2,19,Wednesday,16,-1.5,0,1,0,False,0.683,0.317,0.0,-0.7559,-1.0,Negative
UgwUCqDOMrT2yC3ixBV4AaABAg,,OCzDbvJqZmE,IIT (BHU) Varanasi,infrastructure,Banaras Hindu University campus tour 🥰❤️|| BHU art&#39;s faculty ❣️|| #thedreamcollege #bhuworld #shorts,@hiddenkakarort,UCbDDFL6_RUwWBSZqmfNwMIw,http://www.youtube.com/@hiddenkakarort,https://yt3.ggpht.com/sJHKvxt_5mkzSo1yPbzcrHMHRhrS4ALSPwtAuSQ5PqYALX2PNyjG17Po4hE3F2d_8oAsDSPAuQ=s48-c-k-c0x00ffffff-no-rj,Worst university,2025-02-15 17:02:51+00:00,2025-02-15T17:02:51Z,0,0,False,16,2,Worst university,Worst university,7.5,1,0,0,0,0,0,0,2025,2,15,Saturday,17,-2.5,0,1,0,False,0.804,0.196,0.0,-0.6249,-1.0,Negative
